SWISSPROT,Count,Proportion(%)
Q9BXC0,390,0.0046
Q96DZ1,390,0.0046
Q8NGC6,390,0.0046
Q9NUL3,390,0.0046
Q8WVM8,390,0.0046
O95154,390,0.0046
Q9UPV7,390,0.0046
Q8TC41,390,0.0046
Q96HD1,390,0.0046
Q9GZQ6,390,0.0046
P0C263,390,0.0046
Q14738,390,0.0046
Q9NWU1,390,0.0046
O94955,390,0.0046
Q9NNX6,390,0.0046
Q9H295,390,0.0046
Q8IZ40,390,0.0046
O15143,390,0.0046
P41970,390,0.0046
Q6NW40,390,0.0046
Q86TI4,389,0.0046
P47881,389,0.0046
Q9UC06,389,0.0046
P52306,389,0.0046
Q643R3,389,0.0046
P0C7V6,389,0.0046
Q8N0V3,389,0.0046
P22674,389,0.0046
P07988,389,0.0046
Q8IVI9,389,0.0046
F5H4B4,389,0.0046
A2RRD8,389,0.0046
Q9Y512,389,0.0046
P50226,389,0.0046
P10645,389,0.0046
P41212,389,0.0046
P42263,389,0.0046
Q99684,389,0.0046
Q8TC90,389,0.0046
P25024,389,0.0046
Q14623,389,0.0046
P28472,389,0.0046
O95299,389,0.0046
Q7L804,388,0.0045
Q86XQ3,388,0.0045
P58335,388,0.0045
Q9NVH1,388,0.0045
Q9UKP6,388,0.0045
Q92949,388,0.0045
P01703,388,0.0045
O95841,388,0.0045
Q9UNF0,388,0.0045
Q9UQ10,388,0.0045
Q8N8M0,388,0.0045
Q5VSG8,388,0.0045
Q96JJ6,388,0.0045
O00471,388,0.0045
P50990,388,0.0045
Q8N0V4,388,0.0045
O95081,388,0.0045
P55916,388,0.0045
P58304,388,0.0045
P0C870,388,0.0045
O75208,388,0.0045
A6NM03,388,0.0045
Q9NSY0,388,0.0045
Q92858,387,0.0045
Q6PEW0,387,0.0045
Q9Y2B1,387,0.0045
Q8WWV3,387,0.0045
O75333,387,0.0045
Q9H5Z6,387,0.0045
Q96BW5,387,0.0045
Q9Y5Z0,387,0.0045
P30307,387,0.0045
O43448,387,0.0045
Q86VW0,387,0.0045
Q96SU4,387,0.0045
Q96LA9,387,0.0045
Q9Y6R0,387,0.0045
Q8TAX9,387,0.0045
Q9NQS3,387,0.0045
Q8NA75,387,0.0045
O43318,387,0.0045
P02765,387,0.0045
Q7Z3H4,387,0.0045
Q8NAX2,387,0.0045
Q96EK9,387,0.0045
Q9H1U4,387,0.0045
P11172,387,0.0045
O94818,387,0.0045
Q4V328,386,0.0045
Q9NXN4,386,0.0045
P09093,386,0.0045
P17024,386,0.0045
Q96QK1,386,0.0045
Q3SYC2,386,0.0045
Q7Z398,386,0.0045
Q9H5Q4,386,0.0045
Q9UGK3,386,0.0045
A0A087WSX0,386,0.0045
Q9NPC7,386,0.0045
A8MVW5,386,0.0045
Q8WUU4,386,0.0045
Q8TDV0,386,0.0045
O76062,386,0.0045
Q9Y375,386,0.0045
Q96H15,386,0.0045
P34949,386,0.0045
Q9NQV6,386,0.0045
Q86WV6,386,0.0045
Q15928,386,0.0045
Q96RI9,386,0.0045
Q8NE31,386,0.0045
O75712,385,0.0045
P48052,385,0.0045
P11279,385,0.0045
Q9NXS2,385,0.0045
Q5TFE4,385,0.0045
Q5TID7,385,0.0045
Q8N8Y2,385,0.0045
Q9UNP4,385,0.0045
Q13416,385,0.0045
Q9H5K3,385,0.0045
Q16877,385,0.0045
Q8N6M5,385,0.0045
Q96EV8,385,0.0045
Q96D31,385,0.0045
Q14683,385,0.0045
Q15814,385,0.0045
Q99705,385,0.0045
Q15389,385,0.0045
O75388,385,0.0045
Q13461,385,0.0045
A8MUV8,385,0.0045
P00738,385,0.0045
P27824,385,0.0045
Q8NGK9,385,0.0045
Q9NVX7,385,0.0045
Q49A92,385,0.0045
Q8N720,385,0.0045
Q9H3R2,385,0.0045
O00400,385,0.0045
P83111,385,0.0045
Q7L8C5,385,0.0045
Q96P65,385,0.0045
Q15723,384,0.0045
Q8IXE1,384,0.0045
Q9H4M9,384,0.0045
Q9UBH6,384,0.0045
P35626,384,0.0045
Q96PR1,384,0.0045
Q14376,384,0.0045
Q14202,384,0.0045
Q9NUJ7,384,0.0045
Q96NJ5,384,0.0045
P23760,384,0.0045
Q8IYB1,384,0.0045
O43464,384,0.0045
O43493,384,0.0045
P22612,384,0.0045
O00303,384,0.0045
Q9UGK8,384,0.0045
Q7L5A8,384,0.0045
Q9Y6Q5,384,0.0045
P60369,384,0.0045
Q86VH4,384,0.0045
Q99676,384,0.0045
O15547,384,0.0045
Q96EM0,384,0.0045
Q6ZU67,384,0.0045
Q8NGY0,384,0.0045
Q9H6U6,384,0.0045
Q9H6B9,384,0.0045
P36551,384,0.0045
O15460,384,0.0045
B1AKI9,384,0.0045
Q6ZMY6,384,0.0045
Q8NG97,384,0.0045
A0A075B6H9,384,0.0045
Q9BX67,384,0.0045
Q8IVW6,384,0.0045
Q9Y6W6,384,0.0045
O15218,383,0.0045
P35414,383,0.0045
P27352,383,0.0045
Q92781,383,0.0045
Q86SQ9,383,0.0045
Q0D2J5,383,0.0045
P42126,383,0.0045
Q8TD91,383,0.0045
Q5VTD9,383,0.0045
P21731,383,0.0045
O60812,383,0.0045
P53794,383,0.0045
P25025,383,0.0045
Q8NBW4,383,0.0045
P46663,383,0.0045
Q53EU6,383,0.0045
P49768,383,0.0045
Q8NGF3,383,0.0045
Q8NGJ4,383,0.0045
Q86YP4,383,0.0045
Q86YJ7,383,0.0045
Q5VTA0,383,0.0045
Q5VV42,382,0.0045
Q9BVG3,382,0.0045
Q06455,382,0.0045
Q8WWY3,382,0.0045
Q5VTB9,382,0.0045
Q7RTY1,382,0.0045
Q9HBT8,382,0.0045
Q96C28,382,0.0045
Q9P2U8,382,0.0045
Q9UJM8,382,0.0045
Q96C00,382,0.0045
Q8IUD6,382,0.0045
Q86VV4,382,0.0045
Q9BTZ2,382,0.0045
Q9H4K1,382,0.0045
Q495X7,382,0.0045
P57773,382,0.0045
O14777,382,0.0045
P49961,382,0.0045
O60890,382,0.0045
O14730,382,0.0045
P54289,382,0.0045
P08138,382,0.0045
Q14032,382,0.0045
Q8TCJ2,382,0.0045
Q9HA64,382,0.0045
P32245,381,0.0045
Q9BV20,381,0.0045
Q8NCC3,381,0.0045
Q9Y617,381,0.0045
P35452,381,0.0045
P17022,381,0.0045
Q8IZ02,381,0.0045
Q86YD3,381,0.0045
Q9NX18,381,0.0045
Q96GZ6,381,0.0045
Q9NWS8,381,0.0045
Q9NVC3,381,0.0045
P35575,381,0.0045
P05089,381,0.0045
Q8NBR0,381,0.0045
Q1HG44,381,0.0045
Q96NA2,381,0.0045
Q5HY98,381,0.0045
Q96AA8,381,0.0045
Q9Y286,381,0.0045
A6NI03,381,0.0045
Q06416,381,0.0045
P04628,381,0.0045
P08697,380,0.0045
Q86UN2,380,0.0045
Q9HBL6,380,0.0045
P06126,380,0.0045
P34897,380,0.0045
Q9HB07,380,0.0045
P83105,380,0.0045
Q92599,380,0.0045
Q96G75,380,0.0045
P40227,380,0.0045
P08912,380,0.0045
Q9Y6I7,380,0.0045
Q6UXV0,380,0.0045
Q8WV93,380,0.0045
Q8NGK6,380,0.0045
Q9UJW3,380,0.0045
Q5SW96,380,0.0045
P58004,380,0.0045
Q2TAL8,380,0.0045
Q9BZE1,380,0.0045
Q9Y603,379,0.0044
P01701,379,0.0044
Q8NBI6,379,0.0044
P24386,379,0.0044
P04746,379,0.0044
Q9BT04,379,0.0044
Q8N3J2,379,0.0044
P28221,379,0.0044
O60663,379,0.0044
P35368,379,0.0044
O95665,379,0.0044
Q9P296,379,0.0044
Q9HC52,379,0.0044
A2RUH7,379,0.0044
Q9NR81,379,0.0044
O94923,379,0.0044
P49593,379,0.0044
Q13478,379,0.0044
Q8NBJ7,379,0.0044
O75610,379,0.0044
A6NGY5,379,0.0044
C9JN71,379,0.0044
P42680,379,0.0044
O60806,379,0.0044
O75044,379,0.0044
P43897,379,0.0044
Q16773,379,0.0044
Q9Y664,379,0.0044
Q8NGL0,379,0.0044
Q00796,379,0.0044
Q16654,379,0.0044
Q8NGP4,379,0.0044
P25189,379,0.0044
Q9H313,379,0.0044
Q8N184,378,0.0044
Q9UH77,378,0.0044
Q7L945,378,0.0044
Q6ZUK4,378,0.0044
Q9H8J5,378,0.0044
Q9UI42,378,0.0044
O60216,378,0.0044
Q96I13,378,0.0044
O60749,378,0.0044
Q8NGB6,378,0.0044
Q9P2N6,378,0.0044
Q9Y4I5,378,0.0044
Q8IYX8,378,0.0044
Q53EZ4,378,0.0044
Q5VTL8,378,0.0044
Q0VDF9,378,0.0044
Q96QS3,378,0.0044
O00602,378,0.0044
P48380,378,0.0044
Q92786,378,0.0044
Q9NZS9,378,0.0044
Q8WU20,378,0.0044
Q12951,378,0.0044
Q8N9L1,378,0.0044
Q8N127,378,0.0044
Q68EN5,378,0.0044
Q8NH41,378,0.0044
Q9NUQ7,378,0.0044
Q9NT99,378,0.0044
Q04828,378,0.0044
Q99259,378,0.0044
P52737,377,0.0044
Q8IVH4,377,0.0044
A8MVW0,377,0.0044
Q9H9T3,377,0.0044
P58658,377,0.0044
Q7L1T6,377,0.0044
P46976,377,0.0044
Q13324,377,0.0044
Q9GZT8,377,0.0044
Q13237,377,0.0044
Q13495,377,0.0044
Q10469,377,0.0044
Q16620,377,0.0044
Q6BCY4,377,0.0044
Q13326,377,0.0044
Q8WV15,377,0.0044
Q99527,377,0.0044
P16415,377,0.0044
Q5BKZ1,377,0.0044
P20142,377,0.0044
Q7Z2H8,377,0.0044
Q9NX58,377,0.0044
P0DPH8,376,0.0044
P86791,376,0.0044
Q13572,376,0.0044
Q9UKS7,376,0.0044
Q8N6T3,376,0.0044
Q93038,376,0.0044
Q5SWL7,376,0.0044
O95222,376,0.0044
Q9Y546,376,0.0044
A6NDY0,376,0.0044
Q8IWF9,376,0.0044
Q3SXM5,376,0.0044
Q9H2F5,376,0.0044
Q8N0W4,376,0.0044
P28328,376,0.0044
A6NEE1,376,0.0044
P16520,376,0.0044
Q9HAK2,376,0.0044
Q9NPI9,375,0.0044
Q8N118,375,0.0044
Q7L266,375,0.0044
Q9UGM5,375,0.0044
Q9HBL8,375,0.0044
Q86W42,375,0.0044
P01730,375,0.0044
I3L273,375,0.0044
Q8N2W9,375,0.0044
Q9NVD3,375,0.0044
Q9HC16,375,0.0044
Q8NGU9,375,0.0044
Q9Y399,375,0.0044
Q8NBA8,375,0.0044
Q86V97,375,0.0044
Q8NGJ8,375,0.0044
Q8IZ20,375,0.0044
P41145,375,0.0044
P53384,375,0.0044
Q7Z7F0,374,0.0044
P05556,374,0.0044
Q9UNE2,374,0.0044
Q15054,374,0.0044
P02760,374,0.0044
P48735,374,0.0044
P36915,374,0.0044
Q13077,374,0.0044
B5MCN3,374,0.0044
Q93097,374,0.0044
Q92563,374,0.0044
Q9NPH3,374,0.0044
Q99571,374,0.0044
Q6BAA4,374,0.0044
Q13133,374,0.0044
Q9BYV2,374,0.0044
Q7Z418,374,0.0044
Q96IJ6,374,0.0044
Q9BSW7,374,0.0044
Q8TCP9,374,0.0044
Q8N7C3,374,0.0044
O43603,374,0.0044
Q9NZU5,374,0.0044
P10909,374,0.0044
Q15561,374,0.0044
Q7Z3Q1,374,0.0044
P53985,374,0.0044
P39900,374,0.0044
Q6ZQW0,374,0.0044
Q9BS91,374,0.0044
Q9UNY5,374,0.0044
Q99543,374,0.0044
Q13505,374,0.0044
O75311,373,0.0044
O95630,373,0.0044
Q96BU1,373,0.0044
Q8NDZ0,373,0.0044
Q7Z353,373,0.0044
Q96SB4,373,0.0044
Q9P2I0,373,0.0044
Q9NWK9,373,0.0044
Q5VXI9,373,0.0044
C9JE40,373,0.0044
Q15050,373,0.0044
O75928,373,0.0044
Q8NF99,373,0.0044
P10809,373,0.0044
Q6UX07,373,0.0044
Q05901,373,0.0044
Q8NGL3,373,0.0044
Q16650,373,0.0044
P13010,373,0.0044
P0DPA2,373,0.0044
Q9ULK6,373,0.0044
P11926,373,0.0044
O43193,373,0.0044
Q14585,373,0.0044
E9PJ23,373,0.0044
P30260,373,0.0044
Q8IVJ1,373,0.0044
P06732,372,0.0044
Q9HAC7,372,0.0044
Q5VV16,372,0.0044
O75346,372,0.0044
A1L453,372,0.0044
P35663,372,0.0044
Q9BUQ8,372,0.0044
Q96LP2,372,0.0044
P50549,372,0.0044
P17735,372,0.0044
O95196,372,0.0044
P02750,372,0.0044
O14879,372,0.0044
Q13285,372,0.0044
O95684,372,0.0044
Q9Y4C5,372,0.0044
Q8NGE3,372,0.0044
Q15485,372,0.0044
O60239,372,0.0044
P15086,372,0.0044
O14717,372,0.0044
O95900,372,0.0044
Q9Y646,372,0.0044
Q9H339,372,0.0044
Q9H2F3,372,0.0044
Q6PGQ7,372,0.0044
Q99500,372,0.0044
P20815,372,0.0044
A0A0C4DH33,372,0.0044
P14867,372,0.0044
O15120,371,0.0043
A6NMS3,371,0.0043
O75071,371,0.0043
Q9UIK4,371,0.0043
P41214,371,0.0043
Q96NR3,371,0.0043
Q9Y679,371,0.0043
O43638,371,0.0043
Q14916,371,0.0043
Q9HC62,371,0.0043
Q8NH60,371,0.0043
Q8TBN0,371,0.0043
A6XGL0,371,0.0043
O75616,371,0.0043
Q9NZP2,371,0.0043
Q8TF44,371,0.0043
Q70CQ3,371,0.0043
Q8IXK0,371,0.0043
O15382,371,0.0043
Q9Y4A9,371,0.0043
Q9P0J1,371,0.0043
Q8N6T7,371,0.0043
Q16280,371,0.0043
Q8WV28,371,0.0043
Q8NFT2,371,0.0043
O43186,371,0.0043
Q8NH01,370,0.0043
Q8NH90,370,0.0043
Q16222,370,0.0043
Q13043,370,0.0043
Q8NA31,370,0.0043
Q14183,370,0.0043
Q9NVM9,370,0.0043
O14874,370,0.0043
Q4ZJI4,370,0.0043
O43766,370,0.0043
Q9H7C4,370,0.0043
Q86T26,370,0.0043
Q7KZN9,370,0.0043
Q9NXG6,370,0.0043
P51878,370,0.0043
Q15744,370,0.0043
Q9Y2D9,370,0.0043
Q8N5J2,370,0.0043
Q9P109,370,0.0043
Q53H54,370,0.0043
Q96DY2,370,0.0043
Q53QW1,370,0.0043
Q3SY52,370,0.0043
Q8TD90,370,0.0043
Q15782,370,0.0043
P43378,370,0.0043
Q96ER3,370,0.0043
Q6MZP7,370,0.0043
O15504,369,0.0043
Q8NG75,369,0.0043
Q9BXL5,369,0.0043
Q8NGX2,369,0.0043
Q9HB14,369,0.0043
Q13564,369,0.0043
Q969G2,369,0.0043
Q8TBZ3,369,0.0043
O75689,369,0.0043
O95221,369,0.0043
Q9UJK0,369,0.0043
Q8NGG4,369,0.0043
Q99489,369,0.0043
Q9BY66,369,0.0043
Q15572,369,0.0043
P01700,369,0.0043
P11245,369,0.0043
Q9NVN8,369,0.0043
Q9NXH8,369,0.0043
Q9NZ09,369,0.0043
P78508,369,0.0043
Q5XUX0,369,0.0043
Q8N228,369,0.0043
P25686,369,0.0043
Q969R8,369,0.0043
Q6PJ21,369,0.0043
P48066,369,0.0043
P35367,369,0.0043
O00744,369,0.0043
P0CG24,368,0.0043
P21506,368,0.0043
P18507,368,0.0043
Q96LA8,368,0.0043
Q9P0Z9,368,0.0043
P43220,368,0.0043
P05423,368,0.0043
Q96E39,368,0.0043
O60729,368,0.0043
Q9NZP0,368,0.0043
P40123,368,0.0043
Q13084,368,0.0043
Q8NGK4,368,0.0043
Q9Y3T6,368,0.0043
Q8NH85,368,0.0043
P59538,368,0.0043
Q86VS8,368,0.0043
Q6IEU7,368,0.0043
Q9UJ37,367,0.0043
P27216,367,0.0043
Q5PT55,367,0.0043
Q9H497,367,0.0043
Q9NZR4,367,0.0043
P78423,367,0.0043
Q969Q1,367,0.0043
Q3B7J2,367,0.0043
Q9NUP7,367,0.0043
Q9Y3Y4,367,0.0043
P20138,367,0.0043
Q9BZJ4,367,0.0043
O43819,367,0.0043
Q12952,367,0.0043
Q8NGL4,367,0.0043
O95872,367,0.0043
Q8N414,367,0.0043
Q16644,367,0.0043
Q9BYQ5,367,0.0043
Q6W5P4,367,0.0043
Q7Z7H3,367,0.0043
Q7Z6M1,367,0.0043
Q96F83,367,0.0043
P56159,367,0.0043
Q96A29,366,0.0043
Q9UBM4,366,0.0043
Q0VDG4,366,0.0043
P21695,366,0.0043
P36382,366,0.0043
Q9NUD7,366,0.0043
P31146,366,0.0043
P48664,366,0.0043
Q8NH16,366,0.0043
P25705,366,0.0043
Q14534,366,0.0043
Q8NGP9,366,0.0043
O75312,366,0.0043
O00757,366,0.0043
Q99538,366,0.0043
Q7L3V2,366,0.0043
P04792,366,0.0043
Q6P499,366,0.0043
Q96KS9,366,0.0043
Q9NPH0,366,0.0043
P18577,366,0.0043
Q9HAU4,366,0.0043
O95837,366,0.0043
Q9H040,366,0.0043
Q8NGI2,366,0.0043
Q53F39,366,0.0043
P21462,366,0.0043
P52945,365,0.0043
Q8IV38,365,0.0043
Q5BKX5,365,0.0043
Q9NWX5,365,0.0043
Q8IUC8,365,0.0043
Q9H000,365,0.0043
Q16526,365,0.0043
Q6ZWK6,365,0.0043
P43489,365,0.0043
Q9UGC7,365,0.0043
Q99999,365,0.0043
Q08170,365,0.0043
Q12906,365,0.0043
Q7Z5B4,365,0.0043
Q8NBT0,365,0.0043
Q5VWX1,365,0.0043
P0CW27,365,0.0043
Q9UHL0,365,0.0043
Q8NH37,365,0.0043
P08670,365,0.0043
Q8NGY1,364,0.0043
P18146,364,0.0043
Q9UPE1,364,0.0043
P49761,364,0.0043
Q9BWW9,364,0.0043
P50391,364,0.0043
Q02156,364,0.0043
Q8N335,364,0.0043
Q9HCJ2,364,0.0043
Q06210,364,0.0043
P47804,364,0.0043
Q9BQQ3,364,0.0043
Q9H095,364,0.0043
Q14153,364,0.0043
O00482,364,0.0043
Q9UIH9,364,0.0043
O00178,364,0.0043
Q9NXE8,364,0.0043
Q9P2A4,364,0.0043
P35249,364,0.0043
Q496M5,364,0.0043
Q96QF7,364,0.0043
Q29980,364,0.0043
P56693,364,0.0043
A6NCJ1,364,0.0043
Q9UBU9,364,0.0043
Q5T7M4,364,0.0043
P07947,364,0.0043
P38567,364,0.0043
A0AVI4,363,0.0043
P15812,363,0.0043
Q9Y3P4,363,0.0043
Q3KP31,363,0.0043
Q13686,363,0.0043
Q9UJA5,363,0.0043
Q6ZMR5,363,0.0043
Q96GA3,363,0.0043
O43820,363,0.0043
Q96LB8,363,0.0043
Q5UAW9,363,0.0043
Q8N371,363,0.0043
Q9HD23,363,0.0043
Q9UL03,363,0.0043
Q9H0I3,363,0.0043
A0PJY2,363,0.0043
Q6NSI4,363,0.0043
Q9BYT1,363,0.0043
P48029,363,0.0043
Q8N2I9,363,0.0043
Q7RTX9,363,0.0043
Q96CS4,363,0.0043
Q8N7P1,363,0.0043
A0A0C4DH29,363,0.0043
Q9UKD1,363,0.0043
Q49AR2,363,0.0043
O43613,363,0.0043
Q9H9Y2,363,0.0043
Q9H4F8,363,0.0043
A6NK59,362,0.0042
Q15653,362,0.0042
O15403,362,0.0042
Q7Z6J6,362,0.0042
Q8NHS2,362,0.0042
Q58WW2,362,0.0042
O00219,362,0.0042
Q86XJ0,362,0.0042
Q93088,362,0.0042
Q96G79,362,0.0042
Q8TDU6,362,0.0042
O00425,362,0.0042
Q9UIW0,362,0.0042
Q96CD0,362,0.0042
P08908,362,0.0042
Q9NUJ3,362,0.0042
Q9H7B4,362,0.0042
Q5T4F4,362,0.0042
P15509,362,0.0042
A5LHX3,362,0.0042
O75521,362,0.0042
Q8NGQ4,362,0.0042
Q99439,362,0.0042
Q8TDU9,362,0.0042
Q96H96,362,0.0042
Q8WV83,361,0.0042
A6NJB7,361,0.0042
Q96D42,361,0.0042
O15552,361,0.0042
Q92544,361,0.0042
Q92504,361,0.0042
Q9UJU6,361,0.0042
Q14296,361,0.0042
Q9H2G4,361,0.0042
Q14814,361,0.0042
Q9BY78,361,0.0042
Q99986,361,0.0042
P50219,361,0.0042
A1A519,361,0.0042
P54284,361,0.0042
Q13609,361,0.0042
Q9P0U3,361,0.0042
Q9UKI9,361,0.0042
Q96L50,360,0.0042
Q9BSG1,360,0.0042
Q6VUC0,360,0.0042
P60827,360,0.0042
Q15084,360,0.0042
Q04771,360,0.0042
O14908,360,0.0042
P47972,360,0.0042
P58872,360,0.0042
Q9NTJ5,360,0.0042
Q9Y257,360,0.0042
Q8N4L1,360,0.0042
O14672,360,0.0042
Q9UJ70,360,0.0042
Q9Y5Y3,360,0.0042
Q6PIY7,360,0.0042
Q8NGS9,360,0.0042
Q9NZH0,360,0.0042
Q96CA5,360,0.0042
A0MZ66,360,0.0042
P32322,360,0.0042
Q53H12,360,0.0042
Q9UKZ9,360,0.0042
Q9Y297,360,0.0042
Q9H6Y7,360,0.0042
Q96MF2,360,0.0042
Q05513,360,0.0042
O43614,360,0.0042
Q9HCU5,360,0.0042
P42765,360,0.0042
Q9Y2I8,360,0.0042
Q8TCX1,360,0.0042
Q86VF5,359,0.0042
Q7KZI7,359,0.0042
Q14790,359,0.0042
O14905,359,0.0042
Q96QZ0,359,0.0042
Q8WY64,359,0.0042
P54793,359,0.0042
A6NLI5,359,0.0042
Q9H8G2,359,0.0042
Q86UB2,359,0.0042
Q9H6A0,359,0.0042
P16389,359,0.0042
P17987,359,0.0042
Q49A26,359,0.0042
P18505,359,0.0042
Q9NR23,359,0.0042
P22059,359,0.0042
P12643,359,0.0042
B6SEH9,359,0.0042
Q9HA72,359,0.0042
A6NDL8,359,0.0042
O43315,359,0.0042
P29353,359,0.0042
Q9BWF2,359,0.0042
Q8TD30,359,0.0042
P98169,359,0.0042
O43542,359,0.0042
Q96MA1,359,0.0042
Q9BRR0,359,0.0042
Q92536,359,0.0042
Q6UX72,359,0.0042
Q13705,359,0.0042
Q96IR7,358,0.0042
Q96KC9,358,0.0042
P35354,358,0.0042
Q15057,358,0.0042
Q96C23,358,0.0042
Q9BR11,358,0.0042
Q8IXJ6,358,0.0042
O94766,358,0.0042
Q96RE7,358,0.0042
O95274,358,0.0042
Q9BRS8,358,0.0042
Q8NG81,358,0.0042
Q9BXI3,358,0.0042
P34910,358,0.0042
Q8N0Z6,358,0.0042
Q8NBN3,358,0.0042
Q5M8T2,358,0.0042
Q8TEY5,358,0.0042
Q6V9R5,358,0.0042
Q9Y6G9,358,0.0042
Q9UL52,358,0.0042
Q9NP08,357,0.0042
Q9UL63,357,0.0042
A6NM36,357,0.0042
Q9H668,357,0.0042
Q969N4,357,0.0042
Q12834,357,0.0042
Q8WYA6,357,0.0042
Q6PD74,357,0.0042
Q6NZI2,357,0.0042
Q8IX90,357,0.0042
Q92664,357,0.0042
P09493,357,0.0042
Q8NGL2,357,0.0042
Q8NGP8,357,0.0042
Q9Y697,357,0.0042
Q8NGK2,357,0.0042
Q8IX18,357,0.0042
Q96JA3,357,0.0042
Q09161,357,0.0042
Q8NGE8,357,0.0042
Q3ZCM7,357,0.0042
O43570,357,0.0042
O60403,357,0.0042
Q9NRM2,357,0.0042
Q9NQ87,357,0.0042
Q9UJT1,357,0.0042
O95793,357,0.0042
Q8NGY9,357,0.0042
P17540,357,0.0042
P0C7Q6,356,0.0042
P49411,356,0.0042
Q8IYA7,356,0.0042
Q86X51,356,0.0042
Q96AE4,356,0.0042
P19526,356,0.0042
Q5VU57,356,0.0042
Q8N4L4,356,0.0042
Q86X76,356,0.0042
Q9NRC8,356,0.0042
Q8NGR4,356,0.0042
Q6S5H5,356,0.0042
O14520,356,0.0042
P30532,356,0.0042
Q8WUP2,356,0.0042
Q7Z4J2,356,0.0042
Q5VUY0,356,0.0042
Q8N5D0,356,0.0042
Q5JQC9,356,0.0042
Q9GZV8,356,0.0042
Q8NGJ9,356,0.0042
Q96AM1,356,0.0042
Q8N8R3,356,0.0042
Q86XS5,356,0.0042
Q14406,356,0.0042
A6NJ64,356,0.0042
Q15428,356,0.0042
P31249,356,0.0042
Q6UXG3,356,0.0042
Q96MI6,356,0.0042
Q86SS6,356,0.0042
Q3SX64,356,0.0042
Q96E29,355,0.0042
P48454,355,0.0042
Q9H6B1,355,0.0042
A6NDP7,355,0.0042
P25685,355,0.0042
Q92925,355,0.0042
P50453,355,0.0042
P13378,355,0.0042
O75901,355,0.0042
Q6UW02,355,0.0042
Q8N7A1,355,0.0042
P49711,355,0.0042
Q7Z4H9,355,0.0042
Q92665,355,0.0042
Q8NCC5,355,0.0042
O60243,355,0.0042
Q96SR6,355,0.0042
P47211,355,0.0042
Q9BUM1,355,0.0042
Q9NY43,355,0.0042
Q9H5H4,355,0.0042
Q9H300,355,0.0042
Q9UQF0,355,0.0042
Q8IVP9,355,0.0042
Q5VXJ0,354,0.0041
O15335,354,0.0041
Q9H228,354,0.0041
P00797,354,0.0041
Q96QD8,354,0.0041
Q92759,354,0.0041
A0PJZ3,354,0.0041
Q9BRY0,354,0.0041
Q8NHC8,354,0.0041
Q9H7S9,354,0.0041
Q9Y3A4,354,0.0041
Q8NCA9,354,0.0041
P0DPH7,354,0.0041
O43824,354,0.0041
P04278,354,0.0041
Q5EBM0,354,0.0041
P0C025,354,0.0041
P0C264,354,0.0041
A0AVF1,354,0.0041
Q9UHE5,354,0.0041
P35237,354,0.0041
O94826,354,0.0041
Q96NI8,354,0.0041
O75844,354,0.0041
Q8N431,354,0.0041
O75925,354,0.0041
Q9NQR9,354,0.0041
Q86VH5,354,0.0041
Q8NAM6,354,0.0041
Q7L1S5,354,0.0041
Q9HBI1,354,0.0041
Q9H346,354,0.0041
P49910,354,0.0041
Q8NHB7,354,0.0041
Q8NGE5,354,0.0041
P82650,354,0.0041
Q8IVL1,354,0.0041
Q96HD9,354,0.0041
Q13336,353,0.0041
Q9H1P3,353,0.0041
Q14142,353,0.0041
Q96PF2,353,0.0041
Q86YB8,353,0.0041
Q9UJT0,353,0.0041
Q96MG2,353,0.0041
P60014,353,0.0041
Q96GA7,353,0.0041
Q9BZY9,353,0.0041
Q07820,353,0.0041
Q86VR8,353,0.0041
Q8NGH9,353,0.0041
Q9H2U2,353,0.0041
P01189,353,0.0041
Q9NR45,353,0.0041
Q4G1C9,353,0.0041
Q8WV24,353,0.0041
Q6FHJ7,353,0.0041
O43278,353,0.0041
O00204,353,0.0041
P48146,353,0.0041
Q8NBJ4,353,0.0041
P21128,353,0.0041
Q8N584,353,0.0041
Q6ZVZ8,353,0.0041
P32189,353,0.0041
Q5TEU4,353,0.0041
Q8NCW0,353,0.0041
Q96S99,353,0.0041
C9J202,353,0.0041
Q86UW8,353,0.0041
Q9BYU1,353,0.0041
P23352,353,0.0041
P17752,353,0.0041
P35227,352,0.0041
P27544,352,0.0041
O95870,352,0.0041
Q9UQV4,352,0.0041
P01714,352,0.0041
Q9BX95,352,0.0041
P0DP03,352,0.0041
Q13606,352,0.0041
Q2NKX8,352,0.0041
Q02338,352,0.0041
Q9H175,352,0.0041
Q6IPT4,352,0.0041
Q96EZ4,352,0.0041
Q9BTY2,352,0.0041
Q9HB21,352,0.0041
A6H8Z2,352,0.0041
P48169,352,0.0041
Q969I6,352,0.0041
Q99795,352,0.0041
Q8N967,352,0.0041
Q96F63,352,0.0041
Q9HB40,352,0.0041
Q9NZP5,352,0.0041
P58181,351,0.0041
Q5TBB1,351,0.0041
Q96IQ7,351,0.0041
P34925,351,0.0041
Q96CW9,351,0.0041
Q01826,351,0.0041
Q9Y5W8,351,0.0041
Q9Y259,351,0.0041
O60548,351,0.0041
P55072,351,0.0041
Q86YV6,351,0.0041
Q9H0F5,351,0.0041
Q9GZU3,351,0.0041
Q8NGX3,351,0.0041
O15374,351,0.0041
Q9NR50,351,0.0041
Q9H6F5,351,0.0041
Q7Z6R9,351,0.0041
Q9NQZ2,351,0.0041
Q7L5D6,351,0.0041
Q9Y2W2,351,0.0041
Q9C0F3,351,0.0041
